identifier,birth_place,native_language,other_languages,age,sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,mp3_name
english378,"silver spring, maryland, usa",english,none,38.0,female,0.0,naturalistic,usa,38 years,english378.mp3
english379,"summit, new jersey, usa",english,none,43.0,male,0.0,naturalistic,usa,43 years,english379.mp3
english380,"roanoke, virginia, usa",english,spanish french,34.0,female,0.0,naturalistic,usa,33 years,english380.mp3
english381,"pike county, kentucky, usa",english,none,85.0,male,0.0,naturalistic,usa,85 years,english381.mp3
english382,"arlington, virginia, usa",english,none,34.0,male,0.0,naturalistic,usa,29 years,english382.mp3
english383,"washington, district of columbia, usa",english,none,32.0,female,0.0,naturalistic,usa,22 years,english383.mp3
english384,"williamson, west virginia, usa",english,none,57.0,male,0.0,naturalistic,usa,57 years,english384.mp3
english385,"mcveigh, kentucky, usa",english,none,77.0,female,0.0,naturalistic,usa,77 years,english385.mp3
english386,"los angeles, california, usa",english,spanish,56.0,female,0.0,naturalistic,usa,56 years,english386.mp3
english387,"lancaster, california, usa",english,spanish,21.0,female,0.0,naturalistic,usa,21 years,english387.mp3
english388,"bluefield, west virginia, usa",english,none,70.0,female,0.0,naturalistic,usa,70 years,english388.mp3
english389,"aldie, virginia, usa",english,none,71.0,female,0.0,naturalistic,usa,71 years,english389.mp3
english390,"milwaukee, wisconsin, usa",english,mandarin taiwanese,74.0,male,0.0,naturalistic,usa,67 years,english390.mp3
english391,"milton, florida, usa",english,none,84.0,female,0.0,naturalistic,usa,84 years,english391.mp3
english392,"warrenton, virginia, usa",english,none,62.0,male,0.0,naturalistic,usa,62 years,english392.mp3
english393,"washington, district of columbia, usa",english,french,58.0,female,0.0,naturalistic,usa,58 years,english393.mp3
english394,"aiken, south carolina, usa",english,none,82.0,female,0.0,naturalistic,usa,82 years,english394.mp3
english395,"alexandria, virginia, usa",english,none,39.0,male,0.0,naturalistic,usa,39 years,english395.mp3
english396,"orange, virginia, usa",english,none,48.0,female,0.0,naturalistic,usa,48 years,english396.mp3
english397,"wadesboro, north carolina, usa",english,none,76.0,female,0.0,naturalistic,usa,76 years,english397.mp3
english398,"salisbury, north carolina, usa",english,none,83.0,female,0.0,naturalistic,usa,83 years,english398.mp3
english399,"la grange, georgia, usa",english,none,80.0,female,0.0,naturalistic,usa,80 years,english399.mp3
english400,"shanklin, isle of wight, uk",english,none,59.0,female,0.0,naturalistic,canada,55 years,english400.mp3
english401,"lucerne, switzerland",english,none,26.0,male,0.0,naturalistic,australia,26 years,english401.mp3
english402,"canberra, australia",english,none,26.0,female,0.0,naturalistic,australia,26 years,english402.mp3
english403,"sydney, australia",english,none,29.0,female,0.0,naturalistic,australia,29 years,english403.mp3
english404,"windsor, australia",english,italian japanese,29.0,male,0.0,naturalistic,australia,29 years,english404.mp3
english405,"geelong, australia",english,german indonesian,32.0,female,0.0,naturalistic,"australia, usa",30 years,english405.mp3
english406,"pensacola, florida, usa",english,none,24.0,female,0.0,naturalistic,usa,24 years,english406.mp3
english407,"windsor, ontario, canada",english,maltese,47.0,male,0.0,naturalistic,canada,47 years,english407.mp3
english408,"lynwood, california, usa",english,spanish,64.0,male,0.0,naturalistic,usa,64 years,english408.mp3
english409,"maitland, australia",english,french,60.0,female,0.0,naturalistic,australia,60 years,english409.mp3
english410,"hamilton, new zealand",english,none,35.0,male,0.0,naturalistic,"New Zealand, Australia",35 years,english410.mp3
english411,"washington, district of columbia, usa",english,spanish,26.0,female,0.0,naturalistic,usa,26 years,english411.mp3
english412,"washington, district of columbia, usa",english,german,31.0,female,0.0,naturalistic,usa,25 years,english412.mp3
english413,"manchester, england, uk",english,none,20.0,female,0.0,naturalistic,uk,20 years,english413.mp3
english414,"woonsocket, rhode island, usa",english,none,30.0,female,0.0,naturalistic,usa,30 years,english414.mp3
english415,"woonsocket, rhode island, usa",english,none,32.0,male,0.0,naturalistic,usa,32 years,english415.mp3
english416,"sydney, australia",english,portuguese,34.0,male,0.0,naturalistic,"australia, usa",20 years,english416.mp3
english417,"cardiff, wales, uk",english,german,20.0,female,0.0,naturalistic,uk,20 years,english417.mp3
english418,"arlington, virginia",english,none,29.0,male,0.0,naturalistic,usa,29 years,english418.mp3
english419,"youngstown, ohio, usa",english,german gaelic,27.0,male,0.0,naturalistic,usa,27 years,english419.mp3
english420,"auckland, new zealand",english,none,21.0,male,0.0,naturalistic,new zealand,21 years,english420.mp3
english421,"landstuhl, germany",english,french mandarin,38.0,male,0.0,naturalistic,usa,25 years,english421.mp3
english422,"rochester, new york, usa",english,spanish,31.0,male,0.0,naturalistic,usa,31 years,english422.mp3
english423,"baltimore, maryland, usa",english,spanish german italian,24.0,female,0.0,naturalistic,usa,24 years,english423.mp3
english424,"danville, virginia, usa",english,none,75.0,male,0.0,naturalistic,usa,75 years,english424.mp3
english425,"danville, virginia, usa",english,none,31.0,male,0.0,naturalistic,usa,31 years,english425.mp3
english426,"florence, south carolina, usa",english,none,30.0,female,0.0,naturalistic,usa,30 years,english426.mp3
english427,"hanover, pennsylvania, usa",english,none,68.0,female,0.0,naturalistic,usa,68 years,english427.mp3
english428,"kingstree, south carolina, usa",english,none,55.0,female,0.0,naturalistic,usa,55 years,english428.mp3
english429,"philadelphia, pennsylvania, usa",english,german,19.0,female,0.0,naturalistic,usa,19 years,english429.mp3
english430,"melbourne, australia",english,none,23.0,female,0.0,naturalistic,australia,23 years,english430.mp3
english431,"green bay, wisconsin, usa",english,german,23.0,female,0.0,naturalistic,usa,23 years,english431.mp3
english432,"dublin, ireland",english,french spanish,22.0,female,0.0,naturalistic,ireland,21 years,english432.mp3
english433,"gladwin, michigan, usa",english,none,32.0,female,0.0,naturalistic,usa,32 years,english433.mp3
english434,"kansas city, kansas, usa",english,german,24.0,male,0.0,naturalistic,usa,24 years,english434.mp3
english435,"palm springs, california, usa",english,japanese,20.0,female,0.0,naturalistic,usa,17 years,english435.mp3
english436,"freeport, the bahamas",english,none,19.0,female,0.0,naturalistic,the bahamas,19 years,english436.mp3
english437,"cleveland, ohio, usa",english,french italian,21.0,male,0.0,naturalistic,usa,21 years,english437.mp3
english438,"houston, texas, usa",english,none,20.0,female,0.0,naturalistic,usa,20 years,english438.mp3
english439,"richmond, british columbia, canada",english,none,18.0,female,0.0,naturalistic,canada,18 years,english439.mp3
english440,"glasgow, scotland, uk",english,spanish,22.0,female,0.0,naturalistic,scotland,22 years,english440.mp3
english441,"oquawka, illinois, usa",english,french,19.0,female,0.0,naturalistic,usa,19 years,english441.mp3
english442,"salisbury mills, new york, usa",english,french spanish,23.0,male,0.0,naturalistic,usa,23 years,english442.mp3
english443,"fort collins, colorado, usa",english,french spanish,31.0,male,0.0,naturalistic,usa,31 years,english443.mp3
english444,"anniston, alabama, usa",english,spanish,24.0,male,0.0,naturalistic,usa,24 years,english444.mp3
english445,"san francisco, california, usa",english,mandarin,60.0,male,0.0,naturalistic,usa,59 years,english445.mp3
english446,"moorhead, minnesota, usa",english,none,23.0,female,0.0,naturalistic,usa,23 years,english446.mp3
english447,"hartford, connecticut, usa",english,french,21.0,male,0.0,naturalistic,usa,21 years,english447.mp3
english448,"isle of arran, scotland, uk",english,german,20.0,male,0.0,naturalistic,uk,20 years,english448.mp3
english449,"barton, vermont, usa",english,none,27.0,male,0.0,naturalistic,usa,27 years,english449.mp3
english450,"windsor, uk",english,french german,26.0,male,0.0,naturalistic,uk,26 years,english450.mp3
english451,"hazlehurst, georgia, usa",english,russian,44.0,male,0.0,naturalistic,usa,44 years,english451.mp3
english452,"newcastle, australia",english,none,24.0,male,0.0,naturalistic,australia,24 years,english452.mp3
english453,"chicago, illinois, usa",english,french,21.0,female,0.0,naturalistic,usa,21 years,english453.mp3
english454,"raleigh, north carolina, usa",english,spanish,19.0,female,0.0,naturalistic,usa,19 years,english454.mp3
english455,"washington, dc, usa",english,spanish,29.0,female,0.0,naturalistic,usa,29 years,english455.mp3
english456,"lancashire, leyland, uk",english,none,37.0,female,0.0,naturalistic,uk,37 years,english456.mp3
english457,"syracuse, new york, usa",english,none,43.0,male,0.0,naturalistic,usa,40 years,english457.mp3
english458,"reno, nevada, usa",english,japanese,22.0,female,0.0,naturalistic,usa,22 years,english458.mp3
english459,"charlotte, north carolina, usa",english,french german,19.0,male,0.0,naturalistic,usa,19 years,english459.mp3
english460,"rutland, england, uk",english,german,19.0,female,0.0,naturalistic,uk,19 years,english460.mp3
english461,"poughkeepsie, new york, usa",english,none,44.0,female,0.0,naturalistic,usa,44 years,english461.mp3
english462,"paducah, kentucky, usa",english,german,20.0,male,0.0,naturalistic,usa,20 years,english462.mp3
english463,"brooklyn, new york, usa",english,french spanish,53.0,female,0.0,naturalistic,usa,53 years,english463.mp3
english464,"ottawa, ontario, canada",english,german french,27.0,male,0.0,naturalistic,canada,24 years,english464.mp3
english465,"aylesbury, buckinghamshire, uk",english,french spanish mandarin,20.0,male,0.0,naturalistic,uk,19 years,english465.mp3
english466,"portland, maine, usa",english,none,18.0,male,0.0,naturalistic,usa,18 years,english466.mp3
english467,"pozzuoli, italy",english,none,23.0,male,1.0,naturalistic,usa,18 years,english467.mp3
english468,"myrtle beach, south carolina, usa",english,"german greek, ancient",30.0,male,0.0,naturalistic,usa,30 years,english468.mp3
english469,"knoxville, tennessee, usa",english,japanese,22.0,male,0.0,naturalistic,usa,21 years,english469.mp3
english470,"leighton buzzard, uk",english,french japanese,21.0,male,0.0,naturalistic,uk,20 years,english470.mp3
english471,"calgary, alberta, canada",english,spanish french,26.0,female,0.0,naturalistic,canada,24.5 years,english471.mp3
english472,"rota, spain",english,spanish russian,26.0,male,0.0,naturalistic,usa,23 years,english472.mp3
english473,"nottingham, uk",english,none,20.0,male,0.0,naturalistic,uk,20 years,english473.mp3
english474,"rochester, minnesota, usa",english,spanish,33.0,female,0.0,naturalistic,usa,33 years,english474.mp3
english475,"ogden, utah, usa",english,none,29.0,female,0.0,naturalistic,usa,29 years,english475.mp3
english476,"manchester, new hampshire, usa",english,none,64.0,female,0.0,naturalistic,usa,64 years,english476.mp3
english477,"san diego, california, usa",english,german,31.0,female,0.0,naturalistic,usa,27 years,english477.mp3
english478,"sydney, nova scotia, canada",english,none,19.0,male,0.0,naturalistic,canada,19 years,english478.mp3
english479,"new york, new york, usa",english,none,64.0,female,0.0,naturalistic,usa,64 years,english479.mp3
english480,"winston-salem, north carolina, usa",english,none,58.0,male,0.0,naturalistic,usa,58 years,english480.mp3
english481,"stringtown, oklahoma, usa",english,german spanish,88.0,female,0.0,naturalistic,usa,82 years,english481.mp3
english482,"yeadon, pennsylvania, usa",english,none,74.0,female,0.0,naturalistic,usa,74 years,english482.mp3
english483,"boston, massachusetts, usa",english,spanish,19.0,male,0.0,naturalistic,usa,19 years,english483.mp3
english484,"dublin, ireland",english,irish french japanese swedish spanish,24.0,male,0.0,naturalistic,ireland,24 years,english484.mp3
english485,"cromwell, connecticut, usa",english,french,20.0,male,0.0,naturalistic,usa,20 years,english485.mp3
english486,"corentyne, guyana",english,none,53.0,female,0.0,naturalistic,"guyana, usa",53 years,english486.mp3
english487,"london, uk",english,french,22.0,female,0.0,naturalistic,uk,22 years,english487.mp3
english488,"irvine, scotland, uk",english,none,35.0,female,0.0,naturalistic,"uk, usa",35 years,english488.mp3
english489,"kingston, jamaica",english,none,46.0,female,0.0,naturalistic,"jamaica, usa",46 years,english489.mp3
english490,"auckland, new zealand",english,none,18.0,male,0.0,naturalistic,new zealand,18.5 years,english490.mp3
english491,"westmoreland, jamaica",english,none,79.0,female,0.0,naturalistic,"jamaica, usa",79 years,english491.mp3
english492,"omaha, nebraska, usa",english,spanish german,22.0,female,0.0,naturalistic,usa,22 years,english492.mp3
english493,"miami, florida, usa",english,spanish japanese,20.0,male,0.0,naturalistic,usa,13.5 years,english493.mp3
english494,"findlay, ohio, usa",english,korean japanese,27.5,male,0.0,naturalistic,usa,27.5 years,english494.mp3
english495,"kirkland, washington, usa",english,none,21.0,male,0.0,naturalistic,usa,21 years,english495.mp3
english496,"london, england, uk",english,japanese,20.0,male,0.0,naturalistic,uk,20 years,english496.mp3
english497,"cleveland, ohio, usa",english,none,22.0,male,0.0,naturalistic,usa,22 years,english497.mp3
english498,"prince george, british columbia, canada",english,french german,27.0,male,0.0,naturalistic,canada,27 years,english498.mp3
english499,"st. paul, minnesota, usa",english,french,21.0,female,0.0,naturalistic,usa,21 years,english499.mp3
english500,"albury, new south wales, australia",english,indonesian tongan,38.0,male,0.0,naturalistic,australia,38 years,english500.mp3
english501,"pittsburgh, pennsylvania, usa",english,none,64.0,female,0.0,naturalistic,usa,64 years,english501.mp3
english502,"farmington hills, michigan, usa",english,none,30.0,female,0.0,naturalistic,usa,30 years,english502.mp3
english503,"benin city, nigeria",english,spanish german,29.0,female,0.0,naturalistic,"nigeria, usa",25 years,english503.mp3
english504,"west palm beach, florida, usa",english,japanese,25.0,male,0.0,naturalistic,usa,25 years,english504.mp3
english505,"beirut, lebanon",english,french italian arabic spanish mandarin,50.0,female,0.0,naturalistic,usa,9 years,english505.mp3
english506,"new orleans, louisiana, usa",english,french mandarin,30.0,female,0.0,naturalistic,usa,30 years,english506.mp3
